C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_593.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_593.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_593.jpg,0,0,0,1.250547E-05
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_661.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_661.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_661.jpg,0,0,0,1.766414E-05
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_728.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_728.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_728.jpg,0,0,0,2.727661E-05
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_803.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_803.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_803.jpg,0,0,0,1.059515E-05
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_878.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_878.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_878.jpg,0,0,0,1.204805E-05
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_26_952.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_26_952.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_26_952.jpg,0,0,0,7.850716E-07
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_019.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_019.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_019.jpg,0,0.167283,0,0.07471167
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_089.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_089.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_089.jpg,0,0.3775764,0,0.3242677
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_163.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_163.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_163.jpg,0,0.5651247,0,0.7383416
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_233.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_233.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_233.jpg,0,0.8070685,0,1.358875
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_308.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_308.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_308.jpg,-0.15,0.9935887,0,2.018306
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_385.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_385.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_385.jpg,-0.35,1,0,2.919588
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_462.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_462.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_462.jpg,-0.5500001,1,0,3.840073
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_534.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_534.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_534.jpg,-0.7500002,1,0,4.735874
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_609.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_609.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_609.jpg,-0.9500002,1,0,5.596101
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_684.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_684.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_684.jpg,0,1,0,6.186377
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_755.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_755.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_755.jpg,0,1,0,7.090324
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_825.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_825.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_825.jpg,0,1,0,7.772656
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_892.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_892.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_892.jpg,0,1,0,8.676806
C:\Users\DELL\Desktop\nicolas123\IMG\center_2021_07_13_17_12_27_959.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\left_2021_07_13_17_12_27_959.jpg,C:\Users\DELL\Desktop\nicolas123\IMG\right_2021_07_13_17_12_27_959.jpg,0,1,0,9.350318
